node_id,sampling_interval_ms,deadband_value,deadband_type,active
ns=6;s=StarGateway:Shaco.Jinx.CU.MZ_HcvIq_BnZfQhVIjy,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.MZ_SQGCe_CGBNApscXZ,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.MZ_VkxMy_mOuhcDkIpA,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.MZ_iAckv_IfTlFkxdiM,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.MZ_wXSEH_AUONozRBfv,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ma_GtPHo_edjcqHAJNr,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ma_QsNni_BDIwQOoTak,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ma_UWzYm_wLksrUJjht,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ma_UcBhj_PjuHItTmCX,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ma_nVXTk_NwdAsrYMiz,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mb_CIcHj_gscmPLlQCD,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mb_IeisH_EtZzxrWUVp,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mb_LAmMO_IFJmNBznbK,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mb_nIoAY_oMcsKzZGYB,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mb_yaAro_RZuPhKSExk,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mb_yhHLq_xUhQnfZdEz,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mc_DsyXL_qzGgfOCeYZ,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mc_ESixr_TgvMtFycib,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mc_gXuQP_LTVMsvPHxZ,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mc_jetqP_UMcBYowvbg,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mc_pleYa_iLPmreRXgj,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Md_KWARt_KgfxBLAOXh,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Md_dUCKO_rdpnKmRuyb,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Md_eKIoc_KLUhYPiHyo,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Md_hzTZe_gvOfrLkUmp,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Md_wmZkX_msHeTkqVOP,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Me_GtsOH_CcMnaAbzOw,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Me_UyDJB_oeIfLGNOju,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Me_uXWwn_QGMLNbIABh,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mf_CopZa_ugjGLfheCv,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mf_OLWtw_KEPFwMfkhH,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mf_akRWf_pGdIowScMl,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mf_jInoa_DtcHhyBwaJ,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mf_oNzrm_EOtersDvyJ,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mf_uifyZ_rINohlWKGJ,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mf_vcDVH_nGkXJmgsOr,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mg_NGuRS_tQIrcRTSny,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mg_NjMFV_NebCIvDmgp,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mg_TeHvd_PDQiysjaGU,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mg_YwBFc_ihXkVLtFca,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mg_iYKWU_cvHNTnOjKg,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mg_kFtch_CEHrAmUzYV,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mg_nFSfu_jpToZXkJPY,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mh_GRTAO_dvxwrtoulY,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mh_KHFsh_rVxgXGpStq,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mh_LQCTR_PfnMwmQNFI,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mh_jbrEh_UgjrmpJtfQ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mh_yljTh_LHNzVCeaWO,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mi_BseaY_FORmwVDkAG,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mi_JpXsc_LzvpEnmIBA,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mi_OJQvp_woeKGmLRqQ,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mi_fimUS_vdXWzuoHRq,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mi_vONeb_UzRqluWmYc,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mi_vgtSR_imdHASCEyW,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mj_KevTA_udDQNORgoU,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mj_MrfVi_GuLsZgqUhD,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mj_OzZBx_jpisDqoMGa,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mj_XbJqF_ajLgseukyp,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mj_ZovGR_XlBZesYcmV,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mj_gPqlD_nmoSEsGakq,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mj_qOtUR_nJepKwcaNS,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mk_AqFwv_paPXAzcSjK,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mk_ZdTnp_IefVcLGFiR,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mk_aQsmw_VGPUEtNkuH,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mk_aVvyc_mdQvYMKcOP,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mk_aWFKz_ZIlKJQMPyR,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mk_eTEZQ_yElaZGnpTe,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_AbYON_UceVajBCLh,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_IbXYQ_JrVoacXhnt,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_OsGen_cSXukIpEBD,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_OujGn_JuPTZcwHsL,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_RsBuD_heJusydiAT,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_WwvPD_eJvfuULINj,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_bfLQw_NwBUjXadRM,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_iyHbN_WZBXTJUwou,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_leYpW_mVwSirexcg,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ml_tSmwp_GDqIUhJmZC,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mm_YpNQG_UANVlFxOso,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mm_Zanqw_BTncmqorYt,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mm_epvHJ_EwuLqzfvtK,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mm_hkOqc_ueEHAJKYzO,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mn_EtKyC_zMeamoDfWE,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mn_mSMWe_krRonBOlXw,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mn_myBCj_oSMtYsVBkI,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mn_nOocm_YeuDBjqsyv,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mn_pMSJg_rOjqfFKRGH,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mo_GTSoN_VsceZoRgGE,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mo_SXxmv_PTFVnyRabO,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mo_Xebpo_DLjgEWqoHc,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mo_xchbe_WaCSwYHZzj,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mo_yKbdA_dTnhGuvtbj,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_IfCRp_YMSjEXNxrF,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_jLyoc_PaRrcfHQvb,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_jqdIU_iPJoQeUkWj,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_kjUiJ_RESbFxiHOq,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_obzOM_OEuirDNxkh,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_rUjhW_JkVFmDqzOG,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_txIJk_GWcpOSJADm,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_vsQrn_NPgQmpRMwn,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mp_ySKdt_YZpjachSXU,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mq_fKGsq_NtPgRVdDYH,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mq_ipIcA_amtbIfERDl,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mq_vCoVX_tfpGiUmOwv,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mq_xQcFq_YJxjtRsBGo,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mr_RmQKs_GFXfhmNecQ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mr_aPOps_VlyxvdBCej,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mr_qoUbJ_vcxOWJwDNV,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ms_WKOQc_xrcVoykAnG,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ms_piXNM_CMiaoRqKPc,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ms_wQYZj_rXFQNxGoTJ,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mt_DvmdP_RgxfYpbNwn,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mt_MOQIS_eopNzyPYsA,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mt_YOgNS_UecDAKdOJF,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mt_dWQBF_qRDnSzsrui,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mt_efYxO_NaHtdhEofp,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mu_BqXno_jGXJOtIqwV,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mu_iwzPL_yzpkBcvOdW,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mu_jWHgo_sZTLBhXOmi,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mu_jayZo_SGehHAlByE,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mu_qUVPc_bCsrlLNugX,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mv_CuJmy_jQXRJmHeKO,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mv_KSVAt_LibfSBeuRU,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mv_rAEQG_VrmMaNTUFE,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mw_NButk_EOKedWgBtb,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mw_QDdET_OoqvtDZBWz,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mw_Xutbp_SBvejNVrCy,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mw_hzxfe_XMYnQvLRWS,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mw_xlEbz_lVudSPqgAc,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mx_LxQhS_PvVXLDwRdA,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mx_OzwKT_pvVtDERJTA,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mx_Qqnwz_wKxXIySOEh,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mx_VCEzb_DzBILNfOmh,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mx_VgrQe_HbsSVohzGY,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mx_vEXxb_ikWseGptBC,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.My_FolzP_fTXKlCrZUN,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.My_VPGBq_WEOjUnYDiS,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.My_eKHid_gOlubYCzNI,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.My_nODVF_lUQbWBXJSR,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.My_tPCAF_hZQboBsOMz,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mz_FeMaX_KGwHOLobaj,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Mz_Rgflh_KcNzYWanHg,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Mz_fGegp_eSAJrKnjBz,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NA_VQkun_YHQBFPoAne,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NA_ZLclU_nOqGwiNeXT,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NA_fBNjz_PEfDzwOrlj,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NA_gBjkM_AhpdvQfEcZ,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NA_yvGpM_EYnZeIBxHh,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NB_AsSPf_mxjsKTqXJf,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NB_HSGtT_smIpFeialx,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NB_NfILa_ZEabTYIAxe,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NB_WDYJi_fdhlaDOYwK,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NC_ArwQq_TySFnxzfDL,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NC_FvZGK_xfJdwMOVph,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NC_hIgaZ_piLlYqZnBu,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NC_rlSXw_JWruiEaPLM,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NC_sJKIe_KFRjrmpJcy,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NC_xnUud_zHQhLpGbfg,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ND_LgwWr_KlafgGUCnF,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ND_VdLBJ_kdHCKwaiEf,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ND_YbgTW_eSvZPCOWyA,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ND_gMJlm_oOFdVBxZsN,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ND_johOG_okxBQCpcyD,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NE_SBbyL_mLkxCibIwp,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NE_SIVzc_QSviHDlYkM,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NE_ijRKD_LDusMCyPUK,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NE_vkayf_eOVPwNKrjX,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NF_EjcFi_oiFrjqCOkL,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NF_IWgeP_olbSVcHmKI,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NF_eIfOi_YEAVpHOTCZ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NF_lbQhJ_KDtzwuLGYd,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NF_oQcAa_mFNuIVUQze,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_FEDid_NYOzlVEBAQ,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_ImWko_fIdbuyTAEn,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_LUOAu_IiXefgnyGj,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_WZkoU_NfGqyLOpJM,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_XaClk_SqAGpUjeTB,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_fgtOa_VWYzBJgtCi,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_lvTIX_eFHJERfjqB,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NG_mLsHq_wEcrYMFkvo,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NH_ARNhG_vtdRqLEFZy,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NH_JbRHE_vFyYmXngWz,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NH_dMGtE_KvrVTebRWn,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NH_krNJA_zeOpbFVajl,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NH_mjBIs_wVuMLkjFRt,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NI_LZgBk_GPUdfvXImo,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NI_lTWSd_pzRMotyBnk,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NI_zOrkc_ZdEbYtliSc,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NI_zaKxL_LVUMWPRwxc,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NJ_hIjJd_dmhKpSOFbt,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NJ_uDwPx_EhIoXpcqGK,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NK_CYMat_dAIOTlRGCs,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NK_ElnUx_MPUTykOuBQ,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NK_XvAKG_KifFdTDBXp,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NK_hsomG_JwYgbKZVkE,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NK_kadDH_eUXIsYjzMi,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NK_xcTgf_LQGofagwqZ,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NL_PGkMu_BuxRoMhIcG,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NL_mEYuK_lFQqYMRTDH,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NL_mchoC_dpzYiueDws,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NL_qKDeh_nwIZXOsgNl,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NL_qPCQj_DaIFPxNJVX,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NL_sXwbo_sUSOyFKnck,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_IfkQa_szZBTxnqCi,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_JpvuI_btRFLHsJDu,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_KQGAU_LHnaGpeNwo,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_MOiZL_RnkqDyKWSr,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_NUhoq_cAVnjkRlNC,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_jRNOK_EpkeHZdqyz,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_oAIVy_bIkmHjNXwL,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NM_zVGrE_LfEgNdMHnW,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_GALXW_hwToufUmtq,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_HcaDL_KTsuqvBzCA,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_MkcCS_cxZTMmGpVq,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_VCXKJ_ZvYIEaxcjn,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_WwScN_UDPVnXYCfh,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_ZfGwh_OkfYuZUBDS,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_hCGVy_brQkjaWzKx,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_oKySJ_ElzCIuaMrU,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_qHiMS_sbDaihJrCf,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_qvZOK_cWOGMAstoI,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NO_zOlIR_hxzGnDLEOP,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NP_EWexs_gamejYWFiB,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NP_Jjeiq_PxjraweCLF,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NP_yZPEq_bfjwXEFIgB,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NQ_mcuLa_iLAdbNGUzl,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NQ_qoTDZ_kKrVRSNUYg,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NQ_xiIaY_RrGMDSyvsL,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NR_IiKqz_sgBEXNOCGp,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NR_KpVEq_BOGoKezbws,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NR_otYkX_sdYLvoAKSe,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NR_qiuem_LbxleaABpv,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NR_usUhT_uJFTaZMjiX,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NR_vpWuf_RsxQyGLukp,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NR_xmjWA_WLxwkGDhHu,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NS_Feufy_IZixVetNcJ,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NS_McqHv_JMmiLlkcFv,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NS_dxmBf_yLrODFanAU,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NS_gYyaj_JkoUbcPVLq,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NT_NRkAp_MfGitXquUE,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NT_QvKIb_FvYtTOpIsD,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NT_RVTsn_jaZJAWtcwp,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.NT_VWmcf_seGlKTtIbh,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.NT_bDYBE_iVksNzRxTb,100,88,ABSOLUTE,1
